character;rank;LWO;rank_median;definition;pinyin;decomposition;radical;type;phonetic;semantic;freq1;freq2
许;263;316;290;to consent, to permit/ to promise, to betroth;xǔ;⿰讠午;讠;pictophonetic;午;讠;166034;61,720801064
统;264;728;496;to govern, to command/ to gather, to unite;tǒng;⿰纟充;纟;pictophonetic;充;纟;165820;61,806494375
区;265;795;530;area, district, region, ward/ surname;qū;⿷匸乂;匸;ideographic;;;164775;61,891647645
保;266;336;301;to safeguard, to protect, to defend, to care for;bǎo;⿰亻呆;亻;pictophonetic;呆;亻;164424;61,976619524
至;267;57;162;reach, arrive/ very, extremely;zhì;⿱⿱一厶土;至;ideographic;;;163582;62,06115627
队;268;447;358;team, group, band, army unit/ measure word for groups of people;duì;⿰阝人;阝;ideographic;;;162938;62,145360206
形;269;1108;688;form, shape/ to appear/ to describe/ to look;xíng;⿰开彡;彡;ideographic;;;162049;62,229104721
社;270;1277;774;group, organization, society/ a god of the soil;shè;⿰礻土;礻;ideographic;;;159527;62,311545903
便;271;714;492;easy, convenient/ expedient;biàn;⿰亻更;亻;;;;159479;62,393962279
空;272;661;466;hollow, empty, deserted, bare;kōng;⿱穴工;穴;pictophonetic;工;穴;158539;62,475892878
决;273;489;381;to decide, to determine, to judge;jué;⿰冫夬;冫;;;;157959;62,557523741
治;274;786;530;to administer, to govern, to regulate;zhì;⿰氵台;氵;ideographic;;;156904;62,638609396
展;275;1392;834;to open, to unfold/ to extend, to stretch;zhǎn;⿸尸⿻？衣;尸;ideographic;;;156759;62,719620117
马;276;68;172;horse/ surname;mǎ;⿹？一;马;pictographic;;;155772;62,800120771
科;277;779;528;section, department/ field, branch/ science;kē;⿰禾斗;禾;ideographic;;;155750;62,880610055
司;278;1018;648;to take charge of, to control, to manage/ officer;sī;⿹？口;口;ideographic;;;155229;62,960830095
五;279;960;620;five/ surname;wǔ;⿴二？;二;ideographic;;;154316;63,04057831
基;280;724;502;foundation, base;jī;⿱其土;土;pictophonetic;其;土;153462;63,11988519
眼;281;554;418;eyelet, hole, opening;yǎn;⿰目艮;目;pictophonetic;艮;目;152079;63,198477357
书;282;915;598;book, letter, document/ writing;shū;⿻？丨;丨;ideographic;;;151357;63,276696404
非;283;503;393;not, negative, non-/ to oppose;fēi;⿰？？;非;ideographic;;;149915;63,354170248
则;284;982;633;rule, law, regulation/ grades;zé;⿰贝刂;刂;ideographic;;;149042;63,431192938
听;285;191;238;to hear, to listen/ to understand/ to obey;tīng;⿰口斤;口;ideographic;;;148988;63,508187722
白;286;4;145;white/ clear, pure, unblemished/ bright;bái;⿻？日;白;ideographic;;;148728;63,585048141
却;287;721;504;still, but/ decline/ retreat;què;⿰去卩;卩;pictophonetic;去;卩;148679;63,661883238
界;288;649;468;boundary, limit/ domain/ society, the world;jiè;⿱田介;田;pictophonetic;介;田;148438;63,73859379
达;289;638;464;to reach, to arrive at/ intelligent;dá;⿺辶大;辶;pictophonetic;大;辶;147907;63,815029929
光;290;611;450;light/ bright, brilliant/ only, merely;guāng;⿱⺌兀;儿;ideographic;;;147639;63,891327569
放;291;307;299;to release, to liberate, to free;fàng;⿰方攵;攵;pictophonetic;方;攵;147600;63,967605055
强;292;655;474;strong, powerful, energetic;qiáng;⿰弓虽;弓;pictophonetic;虫;弓;146665;64,043399347
即;293;1007;650;promptly, quickly, immediately;jí;⿰？卩;卩;ideographic;;;146459;64,119087181
像;294;221;258;picture, image, figure/ to resemble;xiàng;⿰亻象;亻;pictophonetic;象;亻;145291;64,19417141
难;295;401;348;hard, difficult, arduous/ unable;nán;⿰又隹;又;ideographic;;;144597;64,26889699
且;296;634;465;moreover, also (post-subject)/ about to, will soon (pre-verb);qiě;⿱月一;一;pictographic;;;144597;64,34362257
权;297;876;586;authority, power, right;quán;⿰木又;木;pictophonetic;雚;木;144506;64,418301123
思;298;371;334;to think, to ponder, to consider/ final particle;sī;⿱田心;心;ideographic;;;144503;64,492978125
王;299;110;204;king, ruler/ royal/ surname;wáng;⿱一土;王;ideographic;;;143948;64,567368312
象;300;220;260;elephant/ ivory/ figure, image;xiàng;⿳⺈口豕;豕;pictophonetic;;豕;143453;64,64150269
完;301;353;327;to complete, to finish, to settle/ whole;wán;⿱宀元;宀;pictophonetic;元;宀;143120;64,715464978
设;302;941;622;to build, to design/ to establish/ to offer;shè;⿰讠殳;讠;pictophonetic;殳;讠;142742;64,789231922
式;303;449;376;formula, pattern, rule, style, system;shì;⿹弋工;弋;ideographic;;;142292;64,862766312
色;304;513;408;color, tint, hue, shade/ beauty, form/ sex;sè;⿱⺈巴;色;ideographic;;;142231;64,936269179
路;305;480;392;road, path, street/ journey;lù;⿰足各;足;pictophonetic;各;足;141812;65,009555512
记;306;340;323;mark, sign/ to note, to record;jì;⿰讠己;讠;ideographic;;;139501;65,081647555
南;307;1577;942;south/ southern/ southward;nán;⿱十⿵冂⿱丷干;十;pictographic;;;139078;65,153520998
品;308;701;504;article, good, product/ commodity/ quality, character;pǐn;⿱口⿰口口;口;ideographic;;;138528;65,225110209
住;309;342;326;to reside, to live at, to dwell, to lodge/ to stop;zhù;⿰亻主;亻;ideographic;;;138503;65,296686501
告;310;208;259;to tell, to inform, to announce/ to accuse;gào;⿱牛口;口;ideographic;;;138285;65,368150133
类;311;826;568;category, class, group, kind/ similar to/ to resemble;lèi;⿱米大;大;;;;138280;65,439611182
求;312;468;390;to seek/ to request, to demand/ to beseech, to beg for;qiú;⿻一氺;氺;;;;138216;65,511039156
据;313;752;532;to possess, to occupy/ position/ base;jù;⿰扌居;扌;pictophonetic;居;扌;137990;65,582350336
程;314;882;598;process, rules/ journey, trip/ agenda, schedule;chéng;⿰禾呈;禾;pictophonetic;呈;禾;136962;65,653130262
北;315;1014;664;north/ northern/ northward;běi;⿰？匕;匕;pictographic;;;136939;65,723898302
边;316;410;363;border, edge, margin, side;biān;⿺辶力;辶;pictophonetic;臱;辶;136277;65,79432423
死;317;217;267;dead/ death/ impassable, inflexible;sǐ;⿸歹匕;歹;ideographic;;;136194;65,864707264
张;318;566;442;to display/ to expand, to open/ to stretch/ a sheet of paper;zhāng;⿰弓长;弓;pictophonetic;长;弓;136087;65,935035003
该;319;194;256;should, ought to, must;gāi;⿰讠亥;讠;pictophonetic;亥;讠;136053;66,005345171
交;320;735;528;to connect/ to deliver, to exchange/ to intersect/ to mix;jiāo;⿱六乂;亠;ideographic;;;135727;66,075486867
规;321;1106;714;rules, regulations, customs, law;guī;⿰夫见;见;pictophonetic;夫;见;134528;66,145008937
万;322;711;516;ten thousand/ innumerable;wàn;⿱一？;一;;;;134220;66,214371838
取;323;210;266;to take, to receive, to obtain/ to select;qǔ;⿰耳又;又;ideographic;;;134102;66,283673758
拉;324;409;366;to pull, to drag/ to seize, to hold/ to lengthen/ to play (a violin);lā;⿰扌立;扌;pictophonetic;立;扌;134051;66,352949322
格;325;552;438;form, pattern, standard;gé;⿰木各;木;pictophonetic;各;木;133986;66,422191295
望;326;573;450;to expect, to hope, to look forward to;wàng;⿱⿰亡月王;月;ideographic;;;133145;66,490998652
觉;327;332;330;conscious/ to nap, to sleep/ to wake up;jué;⿳⺍冖见;见;pictophonetic;⺍;见;132041;66,559235478
术;328;741;534;skill, art/ method, technique/ trick;shù;⿺木丶;木;;;;131634;66,627261972
领;329;991;660;neck, collar/ lead, guide;lǐng;⿰令页;页;pictophonetic;令;页;130993;66,694957208
共;330;1038;684;all, total/ together/ to share;gòng;⿳廾一八;八;ideographic;;;128824;66,761531536
确;331;383;357;certain, sure/ definite, exact/ real, true;què;⿰石角;石;pictophonetic;角;石;128417;66,827895532
传;332;737;534;to pass on/ to propagate/ to transmit/ summons;chuán;⿰亻专;亻;pictophonetic;专;亻;128186;66,894140152
师;333;520;426;teacher, professional, master;shī;⿰刂帀;巾;ideographic;;;128086;66,960333092
观;334;947;640;to observe, to spectate/ appearance, view;guān;⿰又见;见;ideographic;;;127796;67,026376165
清;335;511;423;clean, pure/ clear, distinct/ peaceful;qīng;⿰氵青;氵;pictophonetic;青;氵;127716;67,092377896
今;336;398;367;modern, current/ today, now;jīn;⿱人？;人;ideographic;;;126624;67,157815297
切;337;437;387;to cut, to mince, to slice, to carve/ close to/ eager;qiè;⿰七刀;刀;pictophonetic;七;刀;126391;67,223132287
院;338;722;530;court, yard, courtyard/ school;yuàn;⿰阝完;阝;pictophonetic;完;阝;126115;67,288306644
让;339;136;238;to allow, to permit, to yield;ràng;⿰讠上;讠;pictophonetic;上;讠;125660;67,353245864
识;340;525;432;knowledge/ to understand, to recognize, to know;shí;⿰讠只;讠;pictophonetic;只;讠;125220;67,417957698
候;341;259;300;to wait, to expect/ to visit/ to greet;hòu;⿰亻矦;亻;pictophonetic;矦;亻;124865;67,482486074
带;342;494;418;belt, strap/ band, ribbon/ area, zone/ to carry, to raise, to wear;dài;⿱卅⿱冖巾;巾;ideographic;;;124619;67,546887321
导;343;1082;712;to direct, to guide, to lead, to conduct;dǎo;⿱巳寸;寸;ideographic;;;124463;67,611207949
争;344;814;579;to dispute, to fight, to contend, to strive;zhēng;⿱⺈⿻彐亅;亅;ideographic;;;124420;67,675506356
运;345;561;453;to run/ ship, transport/ fortune, luck;yùn;⿺辶云;辶;pictophonetic;云;辶;123903;67,739537584
笑;346;496;421;to smile, to laugh/ to giggle/ to snicker;xiào;⿱⺮夭;⺮;ideographic;;;122902;67,803051511
飞;347;767;557;to fly, to dart/ high;fēi;⿻？？;飞;pictographic;;;122290;67,866249165
风;348;688;518;wind/ air/ customs, manners/ news;fēng;⿵几乂;风;;;;121803;67,929195145
步;349;832;590;walk, stroll, pace, march/ to make progress;bù;⿱止？;止;ideographic;;;121267;67,991864128
改;350;739;544;to alter, to change, to improve, to remodel;gǎi;⿰己攵;攵;ideographic;;;121023;68,054407015
收;351;544;448;to collect, to gather, to harvest;shōu;⿰丩攵;攵;pictophonetic;丩;攵;120897;68,116884787
根;352;562;457;root, basis, foundation;gēn;⿰木艮;木;pictophonetic;艮;木;120778;68,179301062
干;353;302;328;arid, dry/ to oppose/ to offend/ to invade;gàn;⿱一十;十;pictographic;;;120564;68,241606745
造;354;810;582;to build, to construct, to invent, to manufacture;zào;⿺辶告;辶;pictophonetic;告;辶;120496;68,303877287
言;355;63;209;words, speech/ to speak, to say;yán;⿱亠⿱二口;言;ideographic;;;120308;68,366050673
联;356;710;533;ally, associate/ to connect, to join;lián;⿰耳关;耳;pictophonetic;关;耳;120301;68,428220441
持;357;609;483;to hold, to support, to sustain;chí;⿰扌寺;扌;pictophonetic;寺;扌;119990;68,49022949
组;358;807;582;to form, to assemble/ section, department;zǔ;⿰纟且;纟;pictophonetic;且;纟;119734;68,552106241
每;359;434;396;each, every;měi;⿱？母;母;pictophonetic;母;;119594;68,613910642
济;360;1949;1154;to aid, to help, to relieve/ to ferry across;jì;⿰氵齐;氵;pictophonetic;齐;氵;119161;68,675491276
车;361;337;349;cart, vehicle/ to move in a cart;chē;⿻七十;车;pictographic;;;118824;68,736897753
亲;362;364;363;relatives, parents/ intimate/ the hazelnut tree;qīn;⿱立⿻一小;立;ideographic;;;118451;68,798111469
极;363;822;592;extreme, top/ final, furthest, utmost/ pole;jí;⿰木及;木;pictophonetic;及;木;117736;68,858955683
林;364;780;572;forest, grove/ surname;lín;⿰木木;木;ideographic;;;117675;68,919768374
服;365;471;418;clothes/ to dress, to wear/ to take medicine;fú;⿰月⿸卩又;月;ideographic;;;116961;68,98021208
快;366;215;290;speedy, rapid, quick/ soon;kuài;⿰忄夬;忄;ideographic;;;116923;69,040636148
办;367;528;448;to set up/ to manage, to run/ to deal with, to handle;bàn;⿻力八;力;pictophonetic;八;力;116904;69,101050398
议;368;679;524;to consult, to talk over/ to criticize, to discuss;yì;⿰讠义;讠;pictophonetic;义;讠;116810;69,161416069
往;369;806;588;to go, to depart/ past, former;wǎng;⿰彳⿱？王;彳;pictophonetic;王;彳;116539;69,221641692
元;370;352;361;first/ dollar/ origin/ head;yuán;⿱二儿;儿;pictographic;;;116488;69,281840959
英;371;703;537;petal, flower, leaf/ brave, heroic/ English;yīng;⿱艹央;艹;pictophonetic;央;艹;116193;69,341887774
士;372;467;420;scholar, gentleman/ soldier;shì;？;士;;;;115704;69,401681881
证;373;416;394;to prove, to verify/ certificate, proof;zhèng;⿰讠正;讠;ideographic;;;115610;69,461427411
近;374;606;490;to approach/ near, close/ intimate;jìn;⿺辶斤;辶;pictophonetic;斤;辶;115441;69,521085603
失;375;439;407;to lose/ to make a mistake, to neglect;shī;⿻丿夫;大;ideographic;;;115346;69,580694702
转;376;720;548;to move, to convey/ to turn, to revolve, to circle/ to forward mail;zhuǎn;⿰车专;车;pictophonetic;专;车;115087;69,640169952
夫;377;438;408;man, husband/ worker/ those;fū;⿻一大;大;ideographic;;;114784;69,699488617
令;378;465;422;command, decree, order/ magistrate/ to allow, to cause;lìng;⿱人？;人;ideographic;;;114570;69,75869669
准;379;413;396;standard, accurate/ to permit, to approve, to allow;zhǔn;⿰冫隹;冫;pictophonetic;隹;冫;113877;69,817546631
布;380;406;393;cotton, linen, textiles/ to announce, to declare/ to spread;bù;⿸？巾;巾;ideographic;;;113652;69,876280295
始;381;388;384;to begin, to start/ beginning;shǐ;⿰女台;女;pictophonetic;台;女;112987;69,934670297
怎;382;119;250;what? why? how?;zěn;⿱乍心;心;pictophonetic;乍;心;112294;69,992702167
呢;383;206;294;wool/ interrogative or emphatic final particle;né/ne;⿰口尼;口;pictophonetic;尼;口;112185;70,050677707
存;384;935;660;to exist/ to survive, to maintain/ to keep, to store/ to deposit;cún;⿸才子;子;pictophonetic;才;子;110970;70,108025354
未;385;793;589;not yet/ 8th terrestrial branch;wèi;⿻一木;木;ideographic;;;110491;70,16512546
远;386;516;451;distant, remote, far/ profound;yuǎn;⿺辶元;辶;pictophonetic;元;辶;110455;70,222206962
叫;387;323;355;cry, shout/ to call, to greet, to hail;jiào;⿰口丩;口;pictophonetic;丩;口;110131;70,279121026
台;388;387;388;platform/ unit/ term of address;tái;⿱厶口;口;;;;109362;70,335637682
单;389;811;600;single, individual, only/ lone;dān;⿱丷？;丷;;;;109359;70,392152787
影;390;619;504;shadow/ image, reflection/ photograph;yǐng;⿰景彡;彡;pictophonetic;景;彡;108862;70,448411051
具;391;107;249;tool, implement/ to draw up, to write;jù;⿱目⿱一八;八;ideographic;;;108811;70,504642958
罗;392;570;481;gauze, net/ to collect, to display;luō;⿱罒夕;罒;pictophonetic;;罒;108376;70,560650064
字;393;491;442;character, letter, symbol, word;zì;⿱宀子;子;ideographic;;;108218;70,616575517
爱;394;394;394;to love, to like, to be fond of/ love, affection;ài;⿱⿱爫冖友;爫;ideographic;;;108167;70,672474615
击;395;620;508;to strike, to hit, to beat/ to attack, to fight;jī;⿱？凵;凵;ideographic;;;107513;70,728035735
流;396;785;590;to flow, to drift, to circulate/ class;liú;⿰氵㐬;氵;pictophonetic;㐬;氵;107397;70,783536908
备;397;444;420;to prepare/ to get ready, to equip/ ready/ perfect;bèi;⿱夂田;夂;ideographic;;;107114;70,838891831
兵;398;1286;842;soldier/ troops, an army/ warlike;bīng;⿱丘八;八;ideographic;;;106982;70,894178539
连;399;805;602;to join, to connect/ continuous/ even;lián;⿺辶车;辶;ideographic;;;106814;70,949378426
调;400;696;548;tune, melody, key/ to transfer, to exchange;diào;⿰讠周;讠;pictophonetic;周;讠;106379;71,004353512
深;401;985;693;deep, profound/ depth;shēn;⿰氵罙;氵;ideographic;;;105924;71,05909346
商;402;1113;758;commerce, business, trade;shāng;⿱⿱亠丷冏;口;pictophonetic;章;冏;105406;71,113565714
算;403;441;422;to calculate, to count/ to figure, to plan;suàn;⿱⺮具;⺮;ideographic;;;105293;71,167979571
质;404;1613;1008;essence, nature/ material, substance;zhì;⿸厂⿱十贝;厂;pictophonetic;十;贝;104560;71,222014625
团;405;908;656;sphere, circle, ball/ mass, lump/ group, regiment/ to gather;tuán;⿴囗才;囗;ideographic;;;104151;71,275838314
集;406;821;614;to gather, to collect/ set, collection;jí;⿱隹木;隹;ideographic;;;104019;71,329593786
百;407;917;662;one hundred/ numerous, many;bǎi;⿱一白;白;pictophonetic;白;一;103938;71,3833074
需;408;305;356;to need, to require/ must;xū;⿱雨而;雨;ideographic;;;103832;71,436966234
价;409;959;684;price, value;jià;⿰亻介;亻;pictophonetic;介;;103634;71,490522745
花;410;603;506;flower, blossom/ to spend (time or money);huā;⿱艹化;艹;ideographic;;;103367;71,543941274
党;411;1845;1128;political party, gang, faction;dǎng;⿻尚兄;儿;pictophonetic;尚;兄;103165;71,597255412
华;412;1055;734;flowery/ illustrious/ Chinese;huá;⿱化十;十;pictophonetic;化;十;103158;71,650565933
城;413;875;644;castle, city, town/ municipality;chéng;⿰土成;土;pictophonetic;成;土;102833;71,703708499
石;414;382;398;stone, rock, mineral;shí;⿸厂口;石;ideographic;;;102149;71,756497583
级;415;902;658;level, rank/ class, grade;jí;⿰纟及;纟;pictophonetic;及;纟;102018;71,809218969
整;416;587;502;neat, orderly, whole/ to repair, to mend;zhěng;⿱敕正;攵;pictophonetic;正;敕;100910;71,861367757
府;417;1364;890;prefect/ prefecture, government;fǔ;⿸广付;广;pictophonetic;付;广;100771;71,913444712
离;418;361;390;rare beast/ strange/ elegant;lí;⿱⿱亠凶禸;禸;pictographic;;;100744;71,965507714
